Rank,Infinitiv,Präsens_ich,Präsens_du,"Präsens_er, sie, es",Präsens_wir,Präsens_ihr,Präsens_Sie,Präteritum_ich,Partizip II,Konjunktiv II_ich,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*
2467,fechten,fechte,fichtst,ficht,,,,focht,gefochten,föchte,ficht,,,fechtet,,haben,
2468,zappeln,zappele,zappelst,zappelt,,,,zappelte,gezappelt,zappelte,zappele,zappel,,zappelt,,haben,
2469,schärfen,schärfe,schärfst,schärft,,,,schärfte,geschärft,schärfte,schärfe,schärf,,schärft,,haben,
2470,genesen,genese,genest,genest,,,,genas,genesen,genäse,genese,,,genest,,sein,
2471,statuieren,statuiere,statuierst,statuiert,,,,statuierte,statuiert,statuierte,statuiere,statuier,,statuiert,,haben,
2472,schwirren,schwirre,schwirrst,schwirrt,,,,schwirrte,geschwirrt,schwirrte,schwirr,schwirre,,schwirrt,,sein,
2473,verneigen,verneige,verneigst,verneigt,,,,verneigte,verneigt,verneigte,verneig,verneige,,verneigt,,haben,
2474,fehlschlagen,-,-,schlägt fehl,,,,schlug fehl,fehlgeschlagen,schlüge fehl,-,,,-,,sein,
2475,frittieren,frittiere,frittierst,frittiert,,,,frittierte,frittiert,frittierte,frittiere,frittier,,frittiert,,haben,
2476,umsteigen,steige um,steigst um,steigt um,,,,stieg um,umgestiegen,stiege um,steig um,,,steigt um,,sein,
2477,entwaffnen,entwaffne,entwaffnest,entwaffnet,,,,entwaffnete,entwaffnet,entwaffnete,entwaffne,,,entwaffnet,,haben,
2478,faseln,fasele,faselst,faselt,,,,faselte,gefaselt,faselte,fasel,,,faselt,,haben,
2479,positionieren,positioniere,positionierst,positioniert,,,,positionierte,positioniert,positionierte,positionier,positioniere,,positioniert,,haben,
2480,nachladen,lade nach,lädst nach,lädt nach,,,,lud nach,nachgeladen,lüde nach,lad nach,lade nach,,ladet nach,,haben,
2481,verklingen,verklinge,verklingst,verklingt,,,,verklang,verklungen,verklänge,verklinge,verkling,,verklingt,,sein,
2482,erblühen,erblühe,erblühst,erblüht,,,,erblühte,erblüht,erblühte,erblüh,erblühe,,erblüht,,sein,
2483,salutieren,salutiere,salutierst,salutiert,,,,salutierte,salutiert,salutierte,salutier,salutiere,,salutiert,,haben,
2484,wiedererlangen,erlange wieder,erlangst wieder,erlangt wieder,,,,erlangte wieder,wiedererlangt,erlangte wieder,erlang wieder,erlange wieder,,erlangt wieder,,haben,
2485,detonieren,detoniere,detonierst,detoniert,,,,detonierte,detoniert,detonierte,detoniere,detonier,,detoniert,,sein,
2486,leidtun,tu leid,tust leid,tut leid,,,,tat leid,leidgetan,täte leid,tu leid,tue leid,,tut leid,,haben,
2487,anbrennen,brenne an,brennst an,brennt an,,,,brannte an,angebrannt,brennte an,brenn an,brenne an,,brennt an,,haben,sein
2488,bleichen,bleiche,bleichst,bleicht,,,,bleichte,gebleicht,bleichte,bleich,bleiche,,bleicht,,haben,
2489,beglücken,beglücke,beglückst,beglückt,,,,beglückte,beglückt,beglückte,beglück,beglücke,,beglückt,,haben,
2490,überbieten,überbiete,überbietest,überbietet,,,,überbot,überboten,überböte,überbiet,überbiete,,überbietet,,haben,
2491,sterilisieren,sterilisiere,sterilisierst,sterilisiert,,,,sterilisierte,sterilisiert,sterilisierte,sterilisier,sterilisiere,,sterilisiert,,haben,
2492,zwinkern,zwinkere,zwinkerst,zwinkert,,,,zwinkerte,gezwinkert,zwinkerte,zwinkere,,,zwinkert,,haben,
2493,ködern,ködere,köderst,ködert,,,,köderte,geködert,köderte,ködere,,,ködert,,haben,
2494,knöpfen,knöpfe,knöpfst,knöpft,,,,knöpfte,geknöpft,knöpfte,knöpf,knöpfe,,knöpft,,haben,
2495,ausdrucken,drucke aus,druckst aus,druckt aus,,,,druckte aus,ausgedruckt,druckte aus,druck aus,drucke aus,,druckt aus,,haben,
2496,imponieren,imponiere,imponierst,imponiert,,,,imponierte,imponiert,imponierte,imponiere,imponier,,imponiert,,haben,
2497,baumeln,baumle,baumelst,baumelt,,,,baumelte,gebaumelt,baumelte,baumle,,,baumelt,,haben,sein
2498,zügeln,zügle,zügelst,zügelt,,,,zügelte,gezügelt,zügelte,zügle,,,zügelt,,haben,sein
2499,wohlfühlen,fühle wohl,fühlst wohl,fühlt wohl,,,,fühlte wohl,wohlgefühlt,fühlte wohl,fühl wohl,fühle wohl,,fühlt wohl,,haben,
2500,aufsitzen,sitze auf,sitzt auf,sitzt auf,,,,saß auf,aufgesessen,säße auf,sitz auf,,,sitzt auf,,haben,sein
2501,letzen,letze,letzt,letzt,,,,letzte,geletzt,letzte,letz,letze,,letzt,,haben,
2502,bekehren,bekehre,bekehrst,bekehrt,,,,bekehrte,bekehrt,bekehrte,bekehre,,,bekehrt,,haben,
2503,ausmalen,male aus,malst aus,malt aus,,,,malte aus,ausgemalt,malte aus,mal aus,male aus,,malt aus,,haben,
2504,anbaggern,bagger an,baggerst an,baggert an,,,,baggerte an,angebaggert,baggerte an,bagger an,baggere an,,baggert an,,haben,
2505,verunglücken,verunglücke,verunglückst,verunglückt,,,,verunglückte,verunglückt,verunglückte,verunglück,verunglücke,,verunglückt,,sein,
2506,annullieren,annulliere,annullierst,annulliert,,,,annullierte,annulliert,annullierte,annulliere,annullier,,annulliert,,haben,
2507,überkommen,überkomme,überkommst,überkommt,,,,überkam,überkommen,überkäme,überkomme,,,überkommt,überkommet,haben,
2508,aktualisieren,aktualisiere,aktualisierst,aktualisiert,,,,aktualisierte,aktualisiert,aktualisierte,aktualisiere,aktualisier,,aktualisiert,,haben,
2509,lichten,lichte,lichtest,lichtet,,,,lichtete,gelichtet,lichtete,licht,lichte,,lichtet,,haben,
2510,grübeln,grübele,grübelst,grübelt,,,,grübelte,gegrübelt,grübelte,grübele,grüble,,grübelt,,haben,
2511,nachtragen,trage nach,trägst nach,trägt nach,,,,trug nach,nachgetragen,trüge nach,trag nach,trage nach,,tragt nach,,haben,
2512,abbezahlen,bezahle ab,bezahlst ab,bezahlt ab,,,,bezahlte ab,abbezahlt,bezahlte ab,bezahl ab,bezahle ab,,bezahlt ab,,haben,
2513,verbleiben,verbleibe,verbleibst,verbleibt,,,,verblieb,verblieben,verbliebe,verbleibe,,,verbleibt,,sein,
2514,rupfen,rupfe,rupfst,rupft,,,,rupfte,gerupft,rupfte,rupf,rupfe,,rupft,,haben,
2515,kommentieren,kommentiere,kommentierst,kommentiert,,,,kommentierte,kommentiert,kommentierte,kommentiere,kommentier,,kommentiert,,haben,
2516,ergänzen,ergänze,ergänzt,ergänzt,,,,ergänzte,ergänzt,ergänzte,ergänze,,,ergänzt,,haben,
2517,bolzen,bolze,bolzt,bolzt,,,,bolzte,gebolzt,bolzte,bolz,bolze,,bolzt,,haben,
2518,beflecken,beflecke,befleckst,befleckt,,,,befleckte,befleckt,befleckte,befleck,beflecke,,befleckt,,haben,
2519,zermalmen,zermalme,zermalmst,zermalmt,,,,zermalmte,zermalmt,zermalmte,zermalme,,,zermalmt,,haben,
2520,vollstopfen,stopfe voll,stopfst voll,stopft voll,,,,stopfte voll,vollgestopft,stopfte voll,stopf voll,stopfe voll,,stopft voll,,haben,
2521,vorweisen,weise vor,weist vor,weist vor,,,,wies vor,vorgewiesen,wiese vor,weis vor,weise vor,,weist vor,,haben,
2522,verschanzen,verschanze,verschanzt,verschanzt,,,,verschanzte,verschanzt,verschanzte,verschanz,,,verschanzt,,haben,
2523,haften,hafte,haftest,haftet,,,,haftete,gehaftet,haftete,haft,hafte,,haftet,,haben,
2524,verfliegen,verfliege,verfliegst,verfliegt,,,,verflog,verflogen,verflöge,verflieg,verfliege,,verfliegt,,haben,sein
2525,runterlassen,lasse runter,lässt runter,lässt runter,,,,ließ runter,runtergelassen,ließe runter,lass runter,lasse runter,,lasst runter,lasset runter,haben,
2526,ausstrahlen,strahle aus,strahlst aus,strahlt aus,,,,strahlte aus,ausgestrahlt,strahlte aus,strahl aus,strahle aus,,strahlt aus,,haben,
2527,managen,manage,managst,managt,,,,managte,gemanagt,managte,manage,,,managt,,haben,
2528,konvertieren,konvertiere,konvertierst,konvertiert,,,,konvertierte,konvertiert,konvertierte,konvertiere,konvertier,,konvertiert,,haben,sein
2529,einzahlen,zahle ein,zahlst ein,zahlt ein,,,,zahlte ein,eingezahlt,zahlte ein,zahl ein,zahle ein,,zahlt ein,,haben,
2530,blinken,blinke,blinkst,blinkt,,,,blinkte,geblinkt,blinkte,blink,blinke,,blinkt,,haben,
2531,kapern,kapere,kaperst,kapert,,,,kaperte,gekapert,kaperte,kapere,,,kapert,,haben,
2532,aufblasen,blase auf,bläst auf,bläst auf,,,,blies auf,aufgeblasen,bliese auf,blase auf,blas auf,,blast auf,,haben,
2533,verwerfen,verwerfe,verwirfst,verwirft,,,,verwarf,verworfen,verwürfe,verwirf,,,verwerft,,haben,
2534,lahmlegen,lege lahm,legst lahm,legt lahm,,,,legte lahm,lahmgelegt,legte lahm,leg lahm,lege lahm,,legt lahm,,haben,
2535,fertigstellen,stelle fertig,stellst fertig,stellt fertig,,,,stellte fertig,fertiggestellt,stellte fertig,stell fertig,stelle fertig,,stellt fertig,,haben,
2536,zerdrücken,zerdrücke,zerdrückst,zerdrückt,,,,zerdrückte,zerdrückt,zerdrückte,zerdrück,zerdrücke,,zerdrückt,,haben,
2537,ausstoßen,stoße aus,stößt aus,stößt aus,,,,stieß aus,ausgestoßen,stieße aus,stoße aus,,,stoßt aus,,haben,
2538,bereitstellen,stelle bereit,stellst bereit,stellt bereit,,,,stellte bereit,bereitgestellt,stellte bereit,stelle bereit,,,stellt bereit,,haben,
2539,stampfen,stampfe,stampfst,stampft,,,,stampfte,gestampft,stampfte,stampf,,,stampft,,haben,
2540,konsultieren,konsultiere,konsultierst,konsultiert,,,,konsultierte,konsultiert,konsultierte,konsultiere,konsultier,,konsultiert,,haben,
2541,messern,messere,messerst,messert,,,,messerte,gemessert,messerte,messer,,,messert,,haben,
2542,krabbeln,krabble,krabbelst,krabbelt,,,,krabbelte,gekrabbelt,krabbelte,krabble,krabbele,,krabbelt,,sein,haben
2543,demolieren,demoliere,demolierst,demoliert,,,,demolierte,demoliert,demolierte,demolier,demoliere,,demoliert,,haben,
2544,entblößen,entblöße,entblößt,entblößt,,,,entblößte,entblößt,entblößte,entblöße,,,entblößt,,haben,
2545,ausspannen,spanne aus,spannst aus,spannt aus,,,,spannte aus,ausgespannt,spannte aus,spannt aus,spanne aus,,spannt aus,,haben,
2546,erhellen,erhelle,erhellst,erhellt,,,,erhellte,erhellt,erhellte,erhell,erhelle,,erhellt,,haben,
2547,erlegen,erlege,erlegst,erlegt,,,,erlegte,erlegt,erlegte,erleg,erlege,,erlegt,,haben,
2548,signieren,signiere,signierst,signiert,,,,signierte,signiert,signierte,signiere,signier,,signiert,,haben,
2549,absolvieren,absolviere,absolvierst,absolviert,,,,absolvierte,absolviert,absolvierte,absolviere,absolvier,,absolviert,,haben,
2550,herunterkommen,komme herunter,kommst herunter,kommt herunter,,,,kam herunter,heruntergekommen,käme herunter,komm herunter,,,kommt herunter,,sein,
2551,auflesen,lese auf,liest auf,liest auf,,,,las auf,aufgelesen,läse auf,lies auf,,,lest auf,,haben,
2552,nagen,nage,nagst,nagt,,,,nagte,genagt,nagte,nag,nage,,nagt,,haben,
2553,orientieren,orientiere,orientierst,orientiert,,,,orientierte,orientiert,orientierte,orientiere,orientier,,orientiert,,haben,
2554,schnuppern,schnuppere,schnupperst,schnuppert,,,,schnupperte,geschnuppert,schnupperte,schnupper,schnuppere,,schnuppert,,haben,
2555,kämmen,kämme,kämmst,kämmt,,,,kämmte,gekämmt,kämmte,kämme,kämm,,kämmt,,haben,
2556,signalisieren,signalisiere,signalisierst,signalisiert,,,,signalisierte,signalisiert,signalisierte,signalisiere,signalisier,,signalisiert,,haben,
2557,johlen,johle,johlst,johlt,,,,johlte,gejohlt,johlte,johl,johle,,johlt,,haben,
2558,bändigen,bändige,bändigst,bändigt,,,,bändigte,gebändigt,bändigte,bändige,,,bändigt,,haben,
2559,umschauen,schaue um,schaust um,schaut um,,,,schaute um,umgeschaut,schaute um,schau um,schaue um,,schaut um,,haben,
2560,verdunkeln,verdunkle,verdunkelst,verdunkelt,,,,verdunkelte,verdunkelt,verdunkelte,verdunkle,,,verdunkelt,,haben,
